Region,Grade,Sample Name,Absorbance,Concentration,Dry matter content,Caffiene Content
Sabaragamuwa Region,BOPF,SAB_BOPF_01952,0.318,18.22,95.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_29904,0.394,12.96,94.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_01219,0.274,18.3,95.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_21465,0.335,15.7,93.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_14878,0.346,18.08,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_35013,0.358,15.87,93.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_21347,0.408,16.98,93.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_12116,0.371,16.48,93.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_14898,0.358,18.01,94.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_24235,0.354,19.1,94.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_01218,0.316,18.49,94.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_02898,0.344,17.79,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_09492,0.295,17.46,94.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_02955,0.353,20.26,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_07854,0.276,17.07,96.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_19261,0.246,20.23,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_11159,0.356,19.31,94.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_13021,0.374,22.32,91.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_31869,0.368,21.59,95.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_38982,0.306,20.24,93.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_27011,0.335,19.91,94.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_31616,0.365,17.23,96.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_05094,0.421,16.4,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_06420,0.356,18.6,93.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_04767,0.33,18.26,95.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_21272,0.361,14.77,94.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_08782,0.366,20.25,94.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_32996,0.35,21.05,90.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_13312,0.247,16.43,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_22766,0.343,17.01,93.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_31776,0.32,15.99,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_21179,0.296,18.49,94.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_37026,0.338,20.78,94.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_28715,0.388,20.42,93.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_33234,0.337,21.93,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_05543,0.331,18.04,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_07232,0.359,21.67,92.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_21163,0.347,20.19,95.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_34002,0.319,20.34,96.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_26718,0.32,19.39,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_30418,0.375,19.22,92.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_15207,0.307,17.38,92.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_02371,0.3,18.53,91.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_11269,0.34,19.57,94.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_06090,0.341,20.53,92.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_33819,0.365,19.4,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_14489,0.349,16.82,91.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_20391,0.293,22.3,96.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_25304,0.32,19.21,94.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_19034,0.382,17.17,94.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_00925,0.232,18.63,94.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_09906,0.33,18.05,93.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_32406,0.241,17.86,93.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_11567,0.303,19.11,95.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_39005,0.354,22.05,95.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_28941,0.331,21.82,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_23839,0.287,21.55,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_03458,0.374,19.26,95.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_19536,0.348,16.89,91.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_29725,0.354,17.55,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_18572,0.353,19.14,95.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_14662,0.292,20.91,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_37444,0.256,18.75,94.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_05508,0.368,16.11,95.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_15792,0.315,19.34,90.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_20829,0.344,19.6,95.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_29642,0.351,17.91,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_06644,0.473,19.71,94.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_25278,0.355,18.57,93.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_28341,0.322,21.21,92.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_10200,0.279,16.46,94.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_30570,0.304,16.71,93.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_35633,0.331,20.59,92.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_28960,0.33,17.26,91.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_10396,0.29,19.1,95.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_31487,0.341,18.12,92.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_15644,0.384,18.88,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_16366,0.377,20.04,93.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_26009,0.37,17.11,92.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_25622,0.374,16.3,94.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_33275,0.238,17.86,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_28248,0.344,16.26,92.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_10375,0.31,22.39,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_29480,0.347,19.46,92.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_17299,0.337,16.29,94.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_02188,0.329,18.84,94.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_23581,0.384,17.9,93.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_32706,0.306,14.94,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_39173,0.379,18.83,94.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_10942,0.328,17.18,93.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_34837,0.298,17.46,92.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_17740,0.256,15.95,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_12471,0.357,19.63,95.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_31987,0.35,16.36,91.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_39716,0.355,17.63,93.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_06961,0.307,18.45,95.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_01199,0.378,19.21,94.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_01977,0.338,18.49,93.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_32121,0.357,16.54,93.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_13237,0.356,19.63,95.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_37443,0.309,19.87,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_29611,0.388,17.46,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_05776,0.358,15.64,93.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_13253,0.338,16.68,96.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_09945,0.436,18.91,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_04533,0.395,14.41,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_38417,0.315,20.21,95.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_07240,0.303,16.61,93.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_09133,0.347,15.87,94.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_03335,0.338,20.21,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_09594,0.327,18.47,96.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_33464,0.358,16.82,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_15938,0.331,22.22,92.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_38170,0.321,18.89,94.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_02983,0.347,19.94,94.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_29677,0.29,19.76,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_27412,0.365,21.58,95.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_21682,0.259,18.53,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_32466,0.324,24.6,92.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_21546,0.279,19.14,93.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_15761,0.377,16.82,94.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_36142,0.381,18.81,94.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_26372,0.405,19.05,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_12962,0.317,23.54,94.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_25182,0.276,18.4,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_03188,0.332,18.79,92.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_02705,0.312,19.27,95.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_39693,0.334,20.56,92.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_10731,0.364,19.03,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_29976,0.267,19.08,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_21158,0.334,20.76,93.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_39643,0.323,18.23,91.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_10571,0.314,16.54,92.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_23553,0.277,18.97,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_36151,0.374,18.25,91.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_10887,0.34,18.54,92.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_34572,0.333,20.79,91.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_31088,0.368,18.9,95.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_15386,0.338,20.77,93.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_24980,0.399,19.63,89.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_11890,0.329,19.27,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_02449,0.361,23.17,94.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_13810,0.332,18.32,95.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_02036,0.36,18.16,93.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_36351,0.315,15.25,93.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_04737,0.291,19.77,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_25639,0.327,17.99,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_22118,0.284,17.57,95.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_02789,0.346,20.12,93.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_28874,0.359,16.8,92.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_28046,0.343,25.82,92.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_22844,0.296,19.02,95.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_37973,0.42,17.25,94.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_22337,0.308,19.76,95.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_12967,0.287,18.63,93.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_20457,0.347,15.95,92.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_35443,0.336,14.83,96.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_33666,0.355,19.52,93.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_05481,0.276,21.63,94.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_15258,0.303,20.14,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_26290,0.311,17.56,96.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_18082,0.349,18.63,92.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_20284,0.332,18.09,93.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_25059,0.337,19.68,93.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_23705,0.333,19.15,95.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_29397,0.255,19.17,95.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_38506,0.296,18.06,96.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_20853,0.431,20.63,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_27976,0.269,21.15,95.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_26729,0.283,16.67,94.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_30693,0.292,20.82,94.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_10208,0.379,19.36,95.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_10378,0.268,20.13,94.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_29651,0.359,18.29,94.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_16532,0.317,18.6,97.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_31591,0.337,19.46,93.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_28667,0.312,17.26,91.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_36952,0.322,18.31,94.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_39227,0.256,18.86,91.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_15867,0.347,17.29,91.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_13260,0.375,15.95,93.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_33609,0.343,14.66,94.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_21010,0.362,14.75,93.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_05014,0.33,20.92,92.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_12411,0.325,19.09,93.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_14134,0.348,20.87,90.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_31896,0.308,16.18,92.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_24789,0.297,21.49,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_39079,0.344,20.72,94.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_23051,0.334,20.67,92.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_36047,0.269,18.54,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_07344,0.279,18.83,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_28540,0.357,18.28,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_16265,0.298,20.15,92.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_34135,0.327,18.76,96.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_32471,0.227,20.68,94.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_36535,0.367,13.25,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_24806,0.332,19.09,91.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_22746,0.301,15.83,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_03390,0.393,20.66,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_29058,0.412,18.87,96.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_09497,0.297,18.61,96.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_08063,0.36,18.77,93.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_16042,0.298,22.23,92.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_31674,0.383,17.3,93.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_06905,0.35,19.2,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_32322,0.29,19.39,94.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_01401,0.346,20.27,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_07689,0.337,17.35,93.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_10099,0.303,17.63,96.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_16514,0.36,16.66,93.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_13169,0.258,18.34,93.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_17455,0.335,21.27,91.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_07636,0.292,19.24,93.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_05764,0.324,19.61,94.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_34875,0.315,17.99,93.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_18841,0.338,17.86,96.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_25337,0.322,21.48,92.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_25046,0.357,16.65,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_36994,0.352,22.13,95.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_33820,0.368,19.49,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_16417,0.336,14.72,94.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_19114,0.337,19.39,93.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_26412,0.34,21.67,94.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_17582,0.231,19.09,93.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_19954,0.335,18.28,92.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_21049,0.332,17.84,94.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_08501,0.301,20.14,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_29599,0.324,17.69,93.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_14108,0.324,15.92,93.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_06278,0.31,17.93,94.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_33359,0.349,17.12,92.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_12444,0.389,20.19,93.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_18555,0.291,20.43,96.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_39279,0.406,18.5,93.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_29179,0.391,17.25,94.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_19238,0.362,18.58,91.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_12433,0.315,20.05,95.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_21657,0.275,15.57,93.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_18123,0.352,17.41,94.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_02660,0.305,22.11,91.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_22061,0.375,16.36,94.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_28750,0.461,17.04,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_26999,0.333,21.58,96.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_13329,0.377,17.18,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_19695,0.351,18.45,92.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_23870,0.369,21.66,93.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_21659,0.32,18.61,95.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_28895,0.368,22.68,93.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_00569,0.356,17.5,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_14753,0.411,17.96,92.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_24697,0.334,19.65,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_13776,0.337,15.04,95.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_02765,0.334,16.88,93.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_13451,0.345,21.43,93.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_02884,0.374,18.23,94.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_13914,0.406,18.77,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_04560,0.38,18.36,92.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_26421,0.348,20.54,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_29892,0.31,18.1,93.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_12175,0.266,16.78,96.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_27782,0.358,16.14,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_16066,0.267,18.21,92.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_00627,0.341,21.63,95.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_14349,0.377,19.78,92.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_28949,0.345,22.37,93.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_04586,0.361,22.15,94.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_06710,0.266,20.68,93.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_39272,0.418,16.31,96.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_36536,0.313,17.67,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_18428,0.341,18.26,92.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_20976,0.279,18.9,92.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_05070,0.282,18.96,95.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_38283,0.346,17.43,95.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_02527,0.299,19.77,92.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_35987,0.28,20.39,94.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_35112,0.287,18.16,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_06638,0.369,22.23,93.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_21839,0.368,19.98,96.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_09960,0.364,17.15,95.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_00144,0.318,23.3,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_04741,0.382,18.16,90.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_13375,0.313,18.22,93.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_29860,0.291,19.68,94.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_19551,0.383,22.79,94.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_23596,0.369,21.18,96.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_07206,0.37,19.3,91.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_27051,0.298,19.17,92.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_18151,0.424,21.99,93.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_11410,0.374,18.25,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_00186,0.302,18.9,92.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_03819,0.303,19.41,93.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_03527,0.328,21.03,91.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_07060,0.317,18.75,92.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_18071,0.25,17.42,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_20997,0.347,18.78,90.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_03184,0.313,20.48,92.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_15086,0.327,16.42,95.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_36028,0.271,18.46,94.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_11867,0.371,19.08,94.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_16887,0.333,19.46,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_00547,0.36,18.89,92.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_05231,0.331,17.27,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_34740,0.309,20.36,92.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_23849,0.323,22.26,91.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_06708,0.297,14.52,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_03829,0.358,17.46,95.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_35772,0.379,20.87,92.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_06051,0.248,16.91,92.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_27630,0.36,18.72,96.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_26606,0.308,22.0,92.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_04632,0.345,19.98,93.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_34548,0.29,18.41,93.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_26496,0.276,19.4,93.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_35168,0.311,14.67,93.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_33302,0.34,16.62,94.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_10386,0.34,20.86,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_37409,0.363,17.26,93.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_24669,0.328,19.34,95.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_30064,0.275,21.43,95.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_21540,0.428,17.69,92.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_17888,0.297,21.55,94.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_02272,0.255,20.58,94.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_00389,0.366,20.73,93.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_38666,0.317,17.79,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_08994,0.32,16.4,93.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_01319,0.296,15.99,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_11038,0.271,19.64,93.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_20405,0.325,17.18,94.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_39769,0.319,19.24,93.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_33564,0.401,18.55,93.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_18262,0.409,22.49,95.48,
